condition_id,question_text,P_i1,S_i,G_i_label,init_correct_recomputed,final_correct_recomputed,classification,stratum,n_episodes,volume_gamma,first_proposal_time_a1,settlement_time,G_i_source
0xd83761ddfb25825d6f9088404877e9f78a91dfff40dadc240e30067adbd517da,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1724211918.0,1724545250.0,two_benchmark
0xd6c8c866c3b252929ff18d00abe8edec43866b6791382256845999eee7f21516,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1725470964.0,1725479164.0,two_benchmark
0x9c3ab864d01f3a5c02d848f26da575eddb01057ed05ce16d709196dca4c7b165,Kamala positive favorability by Friday?,No,No,Yes,False,False,uncorrected_oracle_error,frozen,2.0,70632.178597,1726320773.0,1726366951.0,frozen
0xe18f13015fd51500477b861f9431db207fc10c926055f76b17dc22af4f1485b0,Eric Adams out as NYC mayor by Friday?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,56080.850875,1727349621.0,1728108158.0,two_benchmark
0x831ebc7fa8c94d42d526bd6ed622afde66cbbaaa2f14a480072d7b5e58f0c7ec,Unrealized gains tax passed before election day?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,108965.10334,1727373801.0,1731111756.0,two_benchmark
0x41978edfccb79f26481d6b53bac4afb6cd70a206d00c3b8bc079df0fc1978145,Will Russia capture Vuhledar before October? ,Yes,No,No,False,True,corrected_proposer_error,both,3.0,225474.919925,1727724719.0,1728073302.0,two_benchmark
0xab66a7d5745fc4da8a30a67665ee1de894b740644e643a6c6ec39b17212e4df5,Will Israel invade Lebanon in September?,Yes,No,No,False,True,corrected_proposer_error,both,3.0,13817736.165943,1727748309.0,1728346952.0,two_benchmark
0x768f007ea6976d3a38abe474307fabda0abea54da81594c4a35db569ba2f14d7,"Will Trump say ""Debate"" during Wisconsin speech October 1?",Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,190878.902941,1727814608.0,1727822256.0,frozen
0xc26223a4fba66d63dc67e8e24d141c56479a33be8c99318c5ad9afa7896418b2,AL Wildcard: Royals vs. Orioles,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,26404.400254,1727821420.0,1727833608.0,frozen
0x92777db3ea0afd0af04ea04eb5b50d23364d0d231e47380f3be104f663a78f50,Kamala Silver Bulletin odds >55% Friday?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,38541.814832,1728118255.0,1728682618.0,two_benchmark
0xa8d6d1a85165b4956fac8be23b8cdbd73e14e89dcf620e5203c2d3d6a2a60f7e,Who's out first: Benjamin Netanyahu or Yahya Sinwar?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,47313.166601,1729195254.0,1729229553.0,frozen
0xd4fdd616eafd8fd0f5329c72c41426d20b70d0f97cc8dd5e27e69f84c4f0637e,"Will Trump say ""China"" 10 or more times during Pennsylvania rally on October 19?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,173792.91634,1729381553.0,1729389409.0,frozen
0xa4223d4f2d55eb1fb737fcc37856259a43e6b296c5a334e77c960a8a840101c2,"Will Trump say ""skibidi"" before the election?",Yes,No,No,False,True,corrected_proposer_error,both,3.0,419108.388076,1730383978.0,1730950648.0,two_benchmark
0x147334c45787b41b3feb7d2593f7dea8ee8e9663eb00e855e8d5d464ee43dd7f,"Will Trump say ""vote"" 30 or more times during Virginia rally on Nov 2?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,96824.220362,1730592385.0,1730603249.0,frozen
0x59eb9f2b0fe6ff80e5c34b27e927c2290473c1f6b71f28e754c9400d2e96b8ce,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1730911019.0,1730919749.0,two_benchmark
0x4eeadb135f31968641fab8ae9e5924e5c3bf60b26b36b491353962d6a5ce15b1,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1731016557.0,1731024191.0,two_benchmark
0xb3ce51df1a565d746c89cfb40fbe33907c97bb390fb311d69e27259bcb66a888,Knicks vs. Suns,Other,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,230793.233707,1732166867.0,1732176450.0,frozen
0x82694b2b811667c69bc22821a2505d2329d95da5ba39976ac0c3281eaf91fc4d,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1732566850.0,1732574290.0,two_benchmark
0xb88b4e226ed108c28835808fbd12a1900a73b3151963c862ed64e99505c436e6,Israel x Hamas ceasefire in 2024?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,3950958.939736,1732669231.0,1735715528.0,frozen
0x512bd8456ccfc5cae093399fbf734480cca0626700b68fadac9fde37611948d4,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1732744451.0,1732752150.0,two_benchmark
0xbe70199b6415589eec1e4ff27ad4f1397dd20d6be756553adc8247fca428e3b3,"Will KJP say ""pardon"" during next press briefing?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,16519.063021,1734718405.0,1734727946.0,frozen
0xbc132a82b2cb740fa3b2aeb5c0148401073cf5d9df1337d10ac1685f32b09a3d,Congress pay raise removed from funding bill by Friday?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,1663428.527897,1734798382.0,1735086447.0,frozen
0x14c1f492176703743f931647fe1288869619c941e44e011be4c79258fdcb8078,Will Texas and Clemson combine for 51 or more points?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,18424.300371,1734824725.0,1734832407.0,frozen
0x122eedae4864d1ce47a589402e54aef50a5355fcfe24875e6a45663f827ddc90,Pistons vs. Lakers,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,288329.77342,1735019671.0,1735027051.0,frozen
0x53e327f900e34a6af2faeb320c4e88f039bc2b5c11f8ffb9ec1d1a1ed6ff077e,,Invalid,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1735690641.0,1735950155.0,two_benchmark
0x3116fbd43a78c5d2081d5486a52832f740fae6bcd908838beaf75a10b7681e07,Will Bitcoin hit $90k or $100k first?,Other,No,No,False,True,corrected_proposer_error,frozen,2.0,83549.620059,1736977090.0,1736992052.0,frozen
0x0efe5b8d0c680f24a7ce71379e8f5bf58318018649bc07722f6656f834d58298,Will Biden issue more pardons than Trump?,Yes,No,No,False,True,corrected_proposer_error,both,3.0,477911.198087,1737110570.0,1737404248.0,two_benchmark
0xf1f4f92abb9fbc53bd197589158530b138c8ce40472f48fd69b9613d9a37079b,Will Caitlyn Jenner attend presidential inauguration?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,495365.539858,1737399680.0,1737678181.0,frozen
0x3254f16fb7fbf7c8b00ff7507fef145d69aaca832967446fb8090c3f5de0c9f4,Will Trump issue an executive order on Day 11?,No,No,Yes,False,False,uncorrected_oracle_error,frozen,3.0,1938734.608911,1738304088.0,1739060567.0,frozen
0xcc717dfecf9ce713b4e2e9dd5baa4f249826dc5e61403669f2143b32743aebb6,"Will Trump say ""Somalia"" during his February 4 press conference with Netanyahu?",No,Yes,Yes,False,True,corrected_proposer_error,both,2.0,26638.635295,1738707190.0,1738723063.0,two_benchmark
0x91398dfc328a27d9e7113473481977cf541d4211989b592a870282fad1f94aaf,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1738717038.0,1738724565.0,two_benchmark
0xe9fb8ef93cab933113c8de38644b73b2d339e9331c5c85669408ede717ba165b,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1738990810.0,1739000188.0,two_benchmark
0xf0ebfd35a5f35da9b652178ecb7747cc6f3de550edaff3b660469bc8d6791910,Will Toyota run an Ad during Super Bowl LIX?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,952005.511897,1739166972.0,1739406165.0,frozen
0xb6ef4ee16da2e6530b1e4000302fb15fc915a1ef898c5677eee563cbf58f8e3e,Will Trump sanction Russia before March?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,394677.321372,1739381158.0,1740834466.0,two_benchmark
0x454ffbc2b613f578e6cfaf60caddf21e95378aa23086fd232e289b9412da4d33,,Other,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1739461247.0,1739469155.0,two_benchmark
0x1169203559c27fcf866517a36ee0afb13ceda948a62aaee4908e55c7598ac5a0,Lamar vs. Northwestern State,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,3296.452788,1739844922.0,1739852850.0,frozen
0x276b0789a7c5c71be2697ef0fcd9c67ad431548b628f39a8e2e559c50e8a8885,Alabama A&M vs. Arkansas-Pine Bluff,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,7135.083627,1739844974.0,1739853157.0,frozen
0xe7972ac2438814a05b0eaa8a4021b6132b22c5c913be6549c6a54fb7254bf67d,Ducks vs. Red Wings,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,135569.796842,1740361886.0,1740369454.0,frozen
0xcc26d2c6b0f360df2c0a4aac3f0153c7ca5ce8042d18974fac1f6f5b809768ac,Pennsylvania vs. Cornell,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,9.357866,1740793420.0,1740801168.0,two_benchmark
0x343fd3827e0b6b6905910d7aa010d29e7dc9e60e93cd338604b8d05972841e32,Georgia State vs. Georgia Southern,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1113.545452,1740799832.0,1740807757.0,frozen
0x59fb39263d5d47c5454893681d1397548cb8acec9c6aa3964bcfa705cc2b503d,"Will Donald Trump say ""China"" during Crypto Summit on Friday?",Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,585333.321083,1741381551.0,1741390115.0,frozen
0x44f9ed6c406ea486b5b19003d4502ef410c920a0fcd20d5a0c4909105cfb7f13,"Will Trump say ""Hell"" 3+ times during his presser with Ireland PM?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,26079.814729,1741817569.0,1741825652.0,frozen
0x22ef905d2c1f47b416c783a43cf06eea3cd73732ca0ed4d021aab8423924bdb3,Will Fed end QT before May?,Yes,Yes,No,False,False,uncorrected_oracle_error,frozen,2.0,6253067.825541,1741927072.0,1742170997.0,frozen
0xb9b57eff8e0a14b212185554587d9bab1cc80a5c7a43300d4835d02a4005d22a,Will the U.S. recognize Syrian government by March 31?,Yes,No,No,False,True,corrected_proposer_error,both,3.0,905647.225961,1743452791.0,1743739370.0,two_benchmark
0x9f65517eb17b4fa4a7c35fbb8b010b86438b5f91dacd92332d782f5240ee9fb8,Will Trump increase sanctions on Russia before June?,Yes,No,No,False,True,corrected_proposer_error,both,3.0,564665.050523,1743603214.0,1748765441.0,two_benchmark
0xf02d036ced08b2c6edcc2893b238b4baf1be94200d464654c3c062d7d6d120a5,Will anyone audibly fart during tariff event on April 2?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1053806.795783,1743629000.0,1743898966.0,frozen
0x1cbc918ac40ea4ebbe87cb47d7d59f42db643d562df4016c4f4052f124b0e9a1,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1743769863.0,1743778051.0,two_benchmark
0x82cef6135a86e95e88e50c302ddf679ac5186cdfa17c3cbca929e8ebe63d3e06,"Will Trump say ""Prize"" during Norway PM events on April 24?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,10908.257965,1745553208.0,1745568174.0,frozen
0x0a108ca54ad1ae854323a357eba42c84115a2570bbdacfbb8acfc50e6a52d09f,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1745691540.0,1745699250.0,two_benchmark
0x6ae09ce85f7d27d2cf8fd96f2567022b552fe3aa0d830aeb5f1e73c2c883ccf9,Canada election called by midnight?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,2080039.122137,1745899204.0,1746145842.0,frozen
0xf1f9fe94231dafe2306f541b6a19f3975cef7c4be2d8c89ec09a86b855cf816a,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1746409086.0,1746417330.0,two_benchmark
0xf621d663cd59fc4f7673d0b2c8705455f70d54b4588476eb82c9ac69b38dd4dc,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1746409086.0,1746417336.0,two_benchmark
0xe5d9b2668461443c9b9aac4bbbbb356acfccf42edb13148c4c9e12c1a0923c23,Solana above $190 on May 16?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,351889.955868,1747411263.0,1747419043.0,frozen
0x0538834fe16e0e505f5425a735c8295de9cb9f2e27115d549e66e41a4a7d48ba,U.S. enacts AI safety bill in 2025?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,128939.357411,1747707994.0,1767263313.0,two_benchmark
0xbbeea892dd7c00356a01ad562146236f8e4a48ab4852d119676a41832a9edb9d,Will Romania's court annul the presidential election?,No,No,Yes,False,False,uncorrected_oracle_error,frozen,3.0,1337263.70444,1747925517.0,1756706972.0,frozen
0xa15e1e39a25ccf57d1302f2ee53d0ec8d3b915d17ac23602d073c4e491b33f0f,"Will Trump say ""Genius"" this week?",No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,23388.198838,1748059201.0,1748084101.0,frozen
0xcd73c1b877e425502a94018c112ae5e45e42bfa4c5bff2d86a20df3453b54ea9,,Other,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1748129052.0,1748137229.0,two_benchmark
0x3b56dfd9b87a582bca9587f9ce7a80845a1342e701d9b3cffa60bcbdd1f62f2c,Will Canada lower tariffs on the U.S. before June?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,23262.021331,1748603364.0,1748757861.0,two_benchmark
0x36e211f7e87ae3cf02cf2a138353f9b658e39109cd73614774c7a9eee6d01e92,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1748702362.0,1748710114.0,two_benchmark
0x6248a9509c89d1b45bafa0c2eb4388f8605a7544a40add7e27c4b66804004929,Will the price of Ethereum be less than $2400 on June 2 at 5 PM ET?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,46191.557856,1748898065.0,1748905743.0,frozen
0x0f4d9792bdf45a5fa5f717cbe55d78107878854816374b2dd741f46062aba2b0,Will Iran close the Strait of Hormuz before July?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,6088147.168028,1750906049.0,1751350423.0,frozen
0x89096b72f0a864e7d356b9cf18ab813a0b194ac53c56219a6bb49a63f6371f00,Trump cabinet member out before July?,Yes,No,No,False,True,corrected_proposer_error,both,2.0,205560.738844,1750951758.0,1751350265.0,two_benchmark
0x524a318eb105f5869a591cd1eb782c277e6f7317e79821a1fb41615e4bb68a90,"Trump cabinet member out by December 31, 2025?",Yes,No,No,False,True,corrected_proposer_error,both,3.0,87972.734909,1750951970.0,1767293195.0,two_benchmark
0x15802835fd404e531121242054bf9314931e4ccfc8141987f737cf7479cd5e58,Hyperliquid Up or Down on June 26?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,1521.07866,1750953666.0,1750961752.0,frozen
0x596b23bcb24180c0525cb5c85c536601abb008132aac428215104ed1906ad58e,U.S. refuels Israeli jets for strikes on Iran before July?,No,No,Yes,False,False,uncorrected_oracle_error,frozen,2.0,876631.710226,1751342447.0,1751675468.0,frozen
0x4fb2bcfa0ec7edecd16b594d41fba1853ef908c0108a53445e1550c8748682ab,,Other,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,1.0,,1751800029.0,1752209443.0,two_benchmark
0x18a95e83810d1c7c09850a2e6f410d3545047b9497a5cca186b2feee3e9878be,F1 British Grand Prix: Red Bull vs. Mercedes,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,229.456201,1751827889.0,1751837757.0,two_benchmark
0x1603adac948c264550aa5fef5c1a4a867d135cc11d8bbef0ca99d3f65c548654,Leclerc vs. Russell,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,777.190914,1751827889.0,1751838653.0,two_benchmark
0xdbe7c2f9a8307ece0ab968152062a33c14ddb7f7e86f1ed53d4fc4e3675f299b,MLB ASG: Will any other winning margin occur?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,684.0,1752638066.0,1752650999.0,two_benchmark
0xd4e7947fef685b3e50c253fa7d117624db2a9676661f3107652fa019cff70eb7,Israel x Syria security deal before September?,Yes,No,No,False,True,corrected_proposer_error,both,3.0,274448.636664,1752966984.0,1757010038.0,two_benchmark
0x636c68020efbdb6556bcacd78f07d7db8d9bb432233bd5d3b542081262217a63,Will Andrew Cuomo's first round margin of victory be less than 5%?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,19254.952292,1753239281.0,1753246690.0,frozen
0x35bc1bf05846a2d4a72ff03f1c93b8f41ec6a45241a2292ddbb2c919dd7a68f3,Thailand strikes Cambodia by Friday?,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,15037403.469426,1753502405.0,1753924005.0,two_benchmark
0xd4277abe4db82a7965645a1d39a90cace698d43f5d16dbf1b594315c3b10be03,"Solana Up or Down - July 29, 2PM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,25992.729814,1753815603.0,1753819463.0,two_benchmark
0x26595dbf6b04f6ec61c28936673e18fe2efe106ef1f5c203fc257acd455ed48b,Will the highest temperature in London be between 73-74°F on July 31?,Other,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,3009.332298,1754004266.0,1754012304.0,frozen
0xaa649eacdfdb74c86f56ce622b7e4468c5e6c14b7797a7b4cb4f3343399c3c7f,"Ethereum Up or Down - August 14, 3PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,17872.583837,1755201600.0,1755205450.0,two_benchmark
0x13d14522b39c4a1c2b4c89df5e314675e9eb118542f494d0ce9f19d66a8a31f0,"Solana Up or Down - August 15, 12PM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,47393.498126,1755277204.0,1755281040.0,two_benchmark
0x54620f8adae30d6ec502cc35ad12219239f879a9f4bd6f3badbc3b55f0cffbac,"Ethereum Up or Down - August 19, 11AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,144294.008356,1755619203.0,1755622953.0,two_benchmark
0x73d0d4511005bdca479e8de33dc0fa59d2cbeaddf3f6a144c0e0779422a8eee9,Will Elon tweet 210–224 times?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,92764.366518,1755858386.0,1755865718.0,frozen
0x0d1a838ac5e4aeab823ed27f9db7ec7c69f512678563a2b556942eef3a8b33af,"Solana Up or Down - August 23, 7AM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,13397.938625,1755950405.0,1755954143.0,two_benchmark
0xccfff118dd5ea6cb578ae283ff40bf6aff1387b7d7f74b41a578303611e0b6fa,Will the price of Bitcoin be between $112K and $113K on August 28 at 4PM ET?,Yes,No,No,False,True,corrected_proposer_error,frozen,2.0,31487.813155,1756411261.0,1756418637.0,frozen
0xdf6f67c8abaa4bd2a602fe93698df7edad12b6d0f42d0b4f8b07c5550871ae6f,Will the price of Bitcoin be between $111K and $112K on August 28 at 4PM ET?,No,Yes,Yes,False,True,corrected_proposer_error,frozen,2.0,32694.114366,1756411261.0,1756418703.0,frozen
0x0e8530d6e3b75f16c0bab2affa4c250eaaf26c946a371f04a86485e5344053f2,,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,,1756580517.0,1756588309.0,two_benchmark
0x9e0018f733a56eb858bfda00f2db4d737b8c0a2c34713d3a2bc89355311d73f9,Bitcoin Up or Down on September 1?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,886475.633578,1756742460.0,1756749986.0,two_benchmark
0x9ef0ace1369cbe0171d6c82650d8c8363778f66326e3e4ef8b18fb3c678ac1cc,"Bitcoin Up or Down - September 13, 4PM ET",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,60869.782561,1757624869.0,1757801566.0,two_benchmark
0x0237d68ba8e36bea6fc6fc6835c88d46544da04009913ce171cec0cc6a8ea61a,North Korea missile test by September 15?,Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,173219.978262,1757759551.0,1758002434.0,two_benchmark
0x5422f15837786a0dcd9b2d2a4b5e2c0e80abea120f058cb6963db8beee9eb370,"Will the price of Bitcoin be above $108,000 on September 13?",No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,68485.789867,1757779262.0,1757790844.0,two_benchmark
0x9669810abb0c6ba60b0b25ee850716aa25d880c9e11f860bd082f7d6fb917967,,No,Yes,Yes,False,True,corrected_proposer_error,two_benchmark,2.0,,1757787858.0,1757795448.0,two_benchmark
0x569277806e73afdfddcb20821e99ef1e04a8dc81aff9468bce91b1f540d8b13c,"Ethereum Up or Down - September 17, 1PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,37946.420583,1758132000.0,1758136832.0,two_benchmark
0x5080401d1e3249b29dbf28c0cb93e631b9a695aba478d9b20994ac4e65245a5c,"Bitcoin Up or Down - September 17, 1PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,127133.733302,1758132000.0,1758136836.0,two_benchmark
0xfc55f81579bb481bbb3463b1076856f98a21e7831be23c10b9306294ca72c6ab,"XRP Up or Down - September 17, 1PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,9397.89498,1758132000.0,1758136834.0,two_benchmark
0xe13135ec7608f85ded853f9a98ab90a6859290fe223cfd1441e0a7ede324c03a,"Solana Up or Down - September 17, 1PM ET",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,2.0,11182.08106,1758132000.0,1758136834.0,two_benchmark
0x81838c9ccd915a875037a30f712ee975469fc8d6641334665c2e9fe14b21754c,"Will Trump say ""Hottest"" during events with UK Prime Minister on September 18?",Yes,No,No,False,True,corrected_proposer_error,two_benchmark,3.0,1386620.036399,1758198624.0,1758760411.0,two_benchmark
